,Index,Make,Model,Variant,Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Gears,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,12v_Power_Outlet,Audiosystem,Boot-lid_Opener,Boot_Space,Central_Locking,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Multifunction_Display,Sun_Visor,Ventilation_System,Engine_Immobilizer,ABS_(Anti-lock_Braking_System),Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Number_of_Airbags,Adjustable_Steering_Column,Type,Child_Safety_Locks
361,361,Maruti Suzuki,Alto,Lxi,352900,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5.0,22.05,5,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Electric Power,Only Front Windows,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,2360 mm,145/80R12,,Not on offer,Internal,,,Digital,Front,,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,,,,,,4,0
362,362,Maruti Suzuki,Alto,Lxi (O),357200,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5.0,22.05,5,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Yes,Only Front Windows,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,2360 mm,145/80R12,,Not on offer,Internal,,,Digital,Front,,Front,Yes,,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,,Yes,,1.0,,4,0
363,363,Maruti Suzuki,Alto,Vxi,376100,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5.0,22.05,5,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Yes,Only Front Windows,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,2360 mm,145/80R12,Yes,CD Player with USB & Aux-in,"Internal, With Remote",,Yes,Digital,Front,,Front,Yes,Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,2.0,,4,0
364,364,Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,CNG + Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5.0,22.05,5,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Electric Power,Only Front Windows,47hp@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,2360 mm,145/80R12,,Not on offer,Internal,,,Digital,Front,,Front,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,,,,,,4,0
365,365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,CNG + Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5.0,22.05,5,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Yes,Only Front Windows,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,2360 mm,145/80R12,,Not on offer,Internal,,,Digital,Front,,Front,Yes,,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,,Yes,,1.0,,4,0
366,366,Maruti Suzuki,Alto,Vxi Plus,389600,796 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1475 mm,3445 mm,1490 mm,Hatchback,5.0,22.05,5,Solid Disc,Drum,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Yes,Only Front Windows,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,2360 mm,145/80R12,Yes,CD Player with USB & Aux-in,"Internal, With Remote",,Yes,Digital,Front,,Front,Yes,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,2.0,,4,0
367,367,Maruti Suzuki,S-Presso,Std,370500,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.4,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,Not on offer,Internal,,,,Not on offer,,,,,Internal,Analog,Manual,Analog,Yes,Yes,,,Yes,Yes,,Driver frontal airbag,Yes,Yes,,1.0,,4,0
368,368,Maruti Suzuki,S-Presso,Std (O),376500,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.4,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,Not on offer,Internal,,,,Not on offer,,,,,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,,4,0
369,369,Maruti Suzuki,S-Presso,Lxi,409000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.4,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Yes,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,Not on offer,Internal,,,,Not on offer,,,,,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,,1.0,,4,0
370,370,Maruti Suzuki,S-Presso,Lxi (O),415000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.4,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Yes,,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,Not on offer,Internal,,,,Not on offer,,,,,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,,4,0
371,371,Maruti Suzuki,S-Presso,Vxi,432500,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.7,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Yes,Only Front Windows,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,USB & Aux-in,Internal,,Yes,,Not on offer,Yes,,,Yes,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,,1.0,,4,0
372,372,Maruti Suzuki,S-Presso,Vxi (O),438500,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.7,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Yes,Only Front Windows,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,USB & Aux-in,Internal,,Yes,,Not on offer,Yes,,,Yes,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,,4,0
373,373,Maruti Suzuki,S-Presso,Vxi Ags,475500,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.7,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Yes,Only Front Windows,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,USB & Aux-in,Internal,,Yes,,Not on offer,Yes,,,Yes,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,Driver frontal airbag,Yes,Yes,,1.0,,0,0
374,374,Maruti Suzuki,S-Presso,Vxi+,456000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.7,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Electric Power,All Windows,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,"Analog, Digital",Yes,5.0,Fabric,2380 mm,145/80 R13,Yes,USB & Aux-in,Internal,,Yes,Digital,Front,Yes,Front,,Yes,Internal,Analog,Manual,Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,,4,0
375,375,Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.7,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Yes,Only Front Windows,67PS@5500rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2380 mm,145/80 R13,,USB & Aux-in,Internal,,Yes,,Not on offer,Yes,,,Yes,Internal,Analog,Manual,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,,0,0
376,376,Maruti Suzuki,S-Presso,Vxi+ Ags,499000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,27.0,Petrol,1549 mm,3565 mm,1520 mm,Hatchback,5.0,21.7,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,145/80 R13,145/80 R13,Electric Power,All Windows,67PS@5500rpm,90Nm@3500rpm,Digital,Digital,Digital,Yes,5.0,Fabric,2380 mm,145/80 R13,Yes,USB & Aux-in,Internal,,Yes,Digital,Front,Yes,,Yes,Yes,Internal,Digital,Manual,Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,2.0,,0,0
377,377,Maruti Suzuki,Celerio,Lxi,426289,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,155/80R13,155/80R13,Electric Power,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,155/80R13,,Not on offer,Manual,235.0,,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,,,,4,0
378,378,Maruti Suzuki,Celerio,Vxi,465138,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,,,,4,0
379,379,Maruti Suzuki,Celerio,Vxi At,508138,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,,,,1,0
380,380,Maruti Suzuki,Celerio,Zxi,490924,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,Rake,4,0
381,381,Maruti Suzuki,Celerio,Zxi (Opt),531279,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,Yes,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,Rake,4,0
382,382,Maruti Suzuki,Celerio,Vxi Cng Mt,530000,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,CNG,1560 mm,3600 mm,1600 mm,Hatchback,5.0,,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,,,,4,0
383,383,Maruti Suzuki,Celerio,Zxi Ags,533924,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,Rake,1,0
384,384,Maruti Suzuki,Celerio,Lxi Mt (O),434659,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,155/80R13,155/80R13,Electric Power,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,155/80R13,,Not on offer,Manual,235.0,,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,,4,0
385,385,Maruti Suzuki,Celerio,Vxi (O) Mt,472257,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,,4,0
386,386,Maruti Suzuki,Celerio,Vxi (O) Ags,515257,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,,Not on offer,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,2.0,,1,0
387,387,Maruti Suzuki,Celerio,Zxi (O) Ags,543279,998 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35.0,Petrol,1560 mm,3600 mm,1600 mm,Hatchback,5.0,23.1,5,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,165/70R14,165/70R14,Electric Power,All Windows,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/70R14,Yes,CD Player with USB & Aux-in,Manual,235.0,Yes,Digital,Front,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag",Yes,,Yes,2.0,Rake,1,0
388,388,Hyundai,Grand I10 Prime,Era T Crdi,551530,1120 cc,3.0,4.0,FWD (Front Wheel Drive),,BS IV,"Front, Transverse",Injection,43.0,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5.0,,5,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,,71PS@4000rpm,16.3Nm@1500-2750RPM,Yes,Yes,Yes,,5.0,Fabric,2425 mm,14,Yes,Not on offer,Internal,256.0,,,Not on offer,,Front & Rear,,,Internal,Yes,Automatic,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,Yes,,Yes,,Yes,,,4,0
389,389,Hyundai,Grand I10 Prime,Era T+ Crdi,568930,1120 cc,3.0,4.0,FWD (Front Wheel Drive),,BS IV,"Front, Transverse",Injection,43.0,Diesel,1520 mm,3765 mm,1660 mm,Hatchback,5.0,,5,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,71PS@4000rpm,16.3Nm@1500-2750RPM,Yes,Yes,Yes,Yes,5.0,Fabric,2425 mm,14,,Not on offer,Internal,256.0,Yes,,Not on offer,Yes,Front & Rear,Yes,,Internal,Yes,Automatic,Analog,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,,4,0
390,390,Hyundai,Grand I10 Prime,Era T Vtvt,460369,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5.0,19.77,5,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,Analog,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/65R14,Yes,Not on offer,Internal,256.0,,,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,,4,0
391,391,Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,Petrol,1520 mm,3765 mm,1660 mm,Hatchback,5.0,19.77,5,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,Analog,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/65R14,Yes,Not on offer,Internal,256.0,,,Front & Rear,Yes,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,Driver frontal airbag,Yes,,Yes,1.0,,4,0
392,392,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5.0,,5,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/65R14,Yes,Not on offer,Internal,256.0,,Digital,Front,Yes,Front & Rear,Yes,,Internal,Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,Yes,,,4,0
393,393,Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,1197 cc,4.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43.0,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5.0,,5,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,2425 mm,165/65R14,Yes,Not on offer,Internal,256.0,,Digital,Front,Yes,Front & Rear,Yes,,Internal,Analog,Manual,Analog + Digital,Yes,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,Yes,,,4,0
394,394,Mahindra,Kuv100 Nxt,K2 6Str,488194,1198 cc,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35.0,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5.0,18.15,5,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",185/65R14,185/65R14,Electric Power,,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",Analog,Yes,6.0,Fabric,2385 mm,185/65R14,1,Not on offer,Internal,243.0,,Digital,Front,Yes,Front & Rear,Yes,,Internal,Digital,Manual,Analog + Digital,Yes,Yes,,Manual Air conditioning with cooling and heating,Yes,Yes,Front Row,,,Yes,,,Rake,4,0
